authors,title,year,scholar_link
"(3) AA Brown, NO Dike, L Derkyi-Kwarteng, CS Abaidoo",The effect of recurrent malaria infections on bone and cartilage at the distal femoral epiphysis of rats: A histological study,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=bY7dVOUAAAAJ&pagesize=100&citation_for_view=bY7dVOUAAAAJ:zYLM7Y9cAGgC
"(2) IK Aboh, MK Vowotor, AA Druye",Quantitative epithermal neutron activation analysis of seven micro elements in breast milk of lactating mothers from the central region of Ghana,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=-JZMJRkAAAAJ&pagesize=100&citation_for_view=-JZMJRkAAAAJ:IjCSPb-OGe4C
(1) IK Aboh,Willingness to work in assisted living facilities: The Ghanaian nurses perspectives,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=-JZMJRkAAAAJ&pagesize=100&citation_for_view=-JZMJRkAAAAJ:zYLM7Y9cAGgC
"(1) PN Gorleku, EK Edzie, S Nyarko, JW Ampofo, IN Ofori",Assessment of effectiveness of problem based learning pedagogical approach in radiography education in a tertiary institution in Ghana,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5aZOjYQAAAAJ&pagesize=100&citation_for_view=5aZOjYQAAAAJ:eQOLeE2rZwMC
"(1) P Gorleku, J Setorglo, E Edzie, A Piersson, I Ofori, J Ampofo, S Nyarko",Assessment of Effectiveness of Problem Based Learning Pedagogical Approach in Radiography Education in a Tertiary Institution in Ghana,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=pxeBHywAAAAJ&pagesize=100&citation_for_view=pxeBHywAAAAJ:M3ejUd6NZC8C
"(3) PN Gorleku, EK Edzie, S Nyarko, JW Ampofo, IN Ofori",Assessment of effectiveness of problem based learning pedagogical approach in radiography education in a tertiary institution in Ghana,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=75VYzkoAAAAJ&pagesize=100&citation_for_view=75VYzkoAAAAJ:2osOgNQ5qMEC
"(6) CLY Amuah, MJ Eghan, B Anderson, P Osei-Wusu Adueming, ...",Laser-induced fluorescence combined with multivariate techniques identifies the geographical origin of antimalarial herbal plants,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=jNVeQjMAAAAJ&pagesize=100&citation_for_view=jNVeQjMAAAAJ:pqnbT2bcN3wC
"(2) RE Turkson, H Qu, Y Wang, MJ Eghan",Unsupervised multi-layer spiking convolutional neural network using layer-wise sparse coding,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=M6xtXPAAAAAJ&pagesize=100&citation_for_view=M6xtXPAAAAAJ:2osOgNQ5qMEC
"(7) P Osei-Wusu Adueming, MJ Eghan, B Anderson, S Kyei, J Opoku-Ansah, ...",Laser-induced autofluorescence assisted by multivariate techniques discriminates a cataractous lens from healthy lens tissues of Sprague–Dawley rats,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=jNVeQjMAAAAJ&pagesize=100&citation_for_view=jNVeQjMAAAAJ:g5m5HwL7SMYC
"(2) BB Jimah, P Gorleku, A Baffour Appiah","Hysterosalpingography findings and jimah ratio of the uterine cavity in women with infertility in central region, Ghana",2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=4F_a_j8AAAAJ&pagesize=100&citation_for_view=4F_a_j8AAAAJ:eQOLeE2rZwMC
"(1) BB Jimah, P Gorleku, AB Appiah","Research Article Hysterosalpingography Findings and Jimah Ratio of the Uterine Cavity in Women with Infertility in Central Region, Ghana",2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=pxeBHywAAAAJ&pagesize=100&citation_for_view=pxeBHywAAAAJ:RGFaLdJalmkC
"(1) J Opoku-Ansah, A Arthur, P Mensah-Amoah, HJM Barnor",INNOVATIVE ARDUINO-BASED LIQUIFIED PETROLEUM GAS MONITORING SYSTEM FOR HOUSEHOLD APPLICATION,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=h5Grg7IAAAAJ&pagesize=100&citation_for_view=h5Grg7IAAAAJ:LkGwnXOMwfcC
"(1) J Addy, EA Ofori",A critical discourse analysis of the campaign speech of a Ghanaian opposition leader,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=gflTkP0AAAAJ&pagesize=100&citation_for_view=gflTkP0AAAAJ:YsMSGLbcyi4C
"(1) V YAYRAH FIAWORNU, EA Ofori",A Study of the Language of Ethno-politics in Ghana,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=gflTkP0AAAAJ&pagesize=100&citation_for_view=gflTkP0AAAAJ:eQOLeE2rZwMC
"(1) EA Adu-Gyamfi, FT Djankpa, W Nelson, A Czika, SK Sah, J Lamptey, ...",Activin and inhibin signaling: from regulation of physiology to involvement in the pathology of the female reproductive system,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=CG1ME44AAAAJ&pagesize=100&citation_for_view=CG1ME44AAAAJ:Tyk-4Ss8FVUC
(1) AB Adu-Gyamfi,Counting the costs: occupational injuries and illnesses among auto-artisans,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=_f-KnGwAAAAJ&pagesize=100&citation_for_view=_f-KnGwAAAAJ:e5wmG9Sq2KIC
"(1) E Anane‐Sarpong, T Wangmo, M Tanner",Ethical principles for promoting health research data sharing with sub‐Saharan Africa,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ajKUoZEAAAAJ&pagesize=100&citation_for_view=ajKUoZEAAAAJ:u5HHmVD_uO8C
(1) E Anane,A multiple mediation analysis of the effect of prior performance on academic achievement through student teachers’ motivational orientations,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=8Zb9VtsAAAAJ&pagesize=100&citation_for_view=8Zb9VtsAAAAJ:W7OEmFMy1HYC
"(2) EM Wilmot, GK Aboagye, E Anane",RELATIONSHIP BETWEEN SENIOR HIGH SCHOOL TEACHERS’KNOWLEDGE AND PRACTICES OF CONTINUOUS ASSESSMENT,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=8Zb9VtsAAAAJ&pagesize=100&citation_for_view=8Zb9VtsAAAAJ:WF5omc3nYNoC
(1) CK Adokoh,Therapeutic potential of dithiocarbamate supported gold compounds,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=S0w1idEAAAAJ&pagesize=100&citation_for_view=S0w1idEAAAAJ:mB3voiENLucC
"(1) CK Adokoh, FK Keter, HH Kinfe, R Tshikhudo, J Darkwa",Development and characterization of functionalized glyco thiolate capped gold nanoparticles for biological applications,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=S0w1idEAAAAJ&pagesize=100&citation_for_view=S0w1idEAAAAJ:HDshCWvjkbEC
"(2) F Armah, A Paintsil, M Adu, DO Yawson, J Odoi",Relationship of Trace Metal Covariates and pH Distribution in Groundwater within Gold mining and Non-Gold mining Areas in Ghana,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=pBKPf6QAAAAJ&pagesize=100&citation_for_view=pBKPf6QAAAAJ:eAlLMO4JVmQC
(1) F Armah,Communicating Disaster Risk in the Context of Climate Change in Tanzania: Are the Most Vulnerable Onboard?,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=1RmZz2YAAAAJ&cstart=100&pagesize=100&citation_for_view=1RmZz2YAAAAJ:BUYA1_V_uYcC
"(2) G Ghartey-Kwansah, Q Yin, Z Li, K Gumpper, Y Sun, R Yang, D Wang, ...",Calcium-dependent protein kinases in malaria parasite development and infection,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=CITGFxwAAAAJ&pagesize=100&citation_for_view=CITGFxwAAAAJ:UeHWp8X0CEIC
"(4) G Ghartey-Kwansah, F Adu-Nti, B Aboagye, A Ankobil, EE Essuman, ...",Autophagy in the control and pathogenesis of parasitic infections,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=CITGFxwAAAAJ&pagesize=100&citation_for_view=CITGFxwAAAAJ:_FxGoFyzp5QC
"(2) YK Opoku, Z Liu, J Afrifa, AK Kumi, H Liu, G Ghartey-Kwansah, ...",Fibroblast Growth Factor–21 ameliorates hepatic encephalopathy by activating the STAT3-SOCS3 pathway to inhibit activated hepatic stellate cells,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=6EDMHGAAAAAJ&pagesize=100&citation_for_view=6EDMHGAAAAAJ:4DMP91E08xMC
"(3) G Ghartey-Kwansah, B Aboagye, F Adu-Nti, YK Opoku, EK Abu",Clearing or subverting the enemy: role of autophagy in protozoan infections,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=ouWjRcMAAAAJ&pagesize=100&citation_for_view=ouWjRcMAAAAJ:2tRrZ1ZAMYUC
"(1) R Feng, L Wang, Z Li, R Yang, Y Liang, Y Sun, Q Yu, G Ghartey-Kwansah, ...","Corrigendum to"" A systematic comparison of exercise training protocols on animal models of cardiovascular capacity""[Life Sci. 217 (2019) 128-140]",2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=CITGFxwAAAAJ&pagesize=100&citation_for_view=CITGFxwAAAAJ:IjCSPb-OGe4C
"(1) SN Erigene Rutayisire, Gerard Nkundimana, Honore K Mitonga, Alex Boye",What Works and What Does Not Work in Response to COVID-19 Prevention and Control in Africa,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=p1hTJa0AAAAJ&pagesize=100&citation_for_view=p1hTJa0AAAAJ:4JMBOYKVnBMC
"(1) DNK Alex Boye,Justice Kwaku Addo,Desmond Omane Acheampong,Ama KyeraaThomford ...",The hydroxyl moiety on carbon one (C1) in the monoterpene nucleus of thymol is indispensable for anti-bacterial effect of thymol,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=qO4K5nUAAAAJ&pagesize=100&citation_for_view=qO4K5nUAAAAJ:QIV2ME_5wuYC
"(1) M Teye, VYA Barku, JK Hagan","Fatty Acid Profile, Carcass and Meat Quality Attributes of Rabbit Breeds in Ghana Fed Diets with Graded Levels of Palm (Elaeis guineensis) Kernel Oil Residue",2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=D65ybfYAAAAJ&pagesize=100&citation_for_view=D65ybfYAAAAJ:qUcmZB5y_30C
"(1) S Ohene-Darko, VYA Barku","Nutrional Assessment of meals provided to some Pre-school children in Central Region, Ghana",2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=D65ybfYAAAAJ&pagesize=100&citation_for_view=D65ybfYAAAAJ:ZeXyd9-uunAC
"(1) VYA Barku, Y Opoku-Boahen, V Ackon",Citrus sinensis Seed as a Potential Source of Quality Edible and Industrial Oil,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=D65ybfYAAAAJ&pagesize=100&citation_for_view=D65ybfYAAAAJ:7PzlFSSx8tAC
"(1) VYA Barku, Y Opoku-Boahen, V Ackon",Citrus sinensis seed as a potential source of quality edible and industrial oil,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=aDQJWMIAAAAJ&pagesize=100&citation_for_view=aDQJWMIAAAAJ:yB1At4FlUx8C
"(2) EK Agbeno, AA Ofori, J Osarfo, D Samuel, JA Adu, S Ken-Amoah, ...","Extrauterine pregnancy: a nine-year review of incidence, seasonality and management at a tertiary hospital in Southern Ghana",2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=sV_RHK4AAAAJ&pagesize=100&citation_for_view=sV_RHK4AAAAJ:UeHWp8X0CEIC
"(1) EK Agbeno, AA Ofori, J Osarfo, S Doughan, JA Adu, S Ken-Amoah, ...","Extrauterine Pregnancy: A Nine-Year Review of Incidence, Seasonality and Management at a Tertiary Hospital in Southern Ghana",2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=g8ef5YUAAAAJ&pagesize=100&citation_for_view=g8ef5YUAAAAJ:Tyk-4Ss8FVUC
"(5) MT Morna, AB Appiah, PK Akakpo, GA Rahman, L Derkyi-Kwarteng, ...",Epidemiology of childhood injury-related deaths: Review of mortality data at the Cape Coast Teaching Hospital,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=bnUtDDUAAAAJ&pagesize=100&citation_for_view=bnUtDDUAAAAJ:YOwf2qJgpHMC
"(1) ET Botchway, E Agyare, L Seyram, KK Owusu, M Mutocheluh, ...",Prevalence and attitude towards hepatitis B vaccination among healthcare workers in a tertiary hospital in Ghana,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=cgs34hUAAAAJ&pagesize=100&citation_for_view=cgs34hUAAAAJ:zA6iFVUQeVQC
"(1) K Ayebi-Arthur, IB Abdulai, DP Korsah",Basic school teachers’ attitude and confidence level in teaching the new standards-based computing curriculum in Ghana: Basic school teachers’ attitude and confidence level in …,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=cB1KU90AAAAJ&pagesize=100&citation_for_view=cB1KU90AAAAJ:TQgYirikUcIC
"(2) K Ayebi-Arthur, K Acheaw Owusu","Using audience response system in a third world country: The good, bad and ugly",2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=1-LTr0wAAAAJ&pagesize=100&citation_for_view=1-LTr0wAAAAJ:uc_IGeMz5qoC
"(1) K Ayebi-Arthur, BW Akaadom, VK Anyanful, F Sekyi-Dadson",Tutor professional learning manual for Level 200 computing courses,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=cB1KU90AAAAJ&pagesize=100&citation_for_view=cB1KU90AAAAJ:dhFuZR0502QC
"(1) C Yarkwah, E Agyei",Effects of sports participation on the academic performance of senior high school students in mathematics,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=bFnwF_MAAAAJ&pagesize=100&citation_for_view=bFnwF_MAAAAJ:LkGwnXOMwfcC
"(1) Ayebi-Arthur, K., Twum, R., N Abaidoo, V Arkorful",Web based learning Modalities for Distance Learning Success: A comparison of 4 universities,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=cB1KU90AAAAJ&pagesize=100&citation_for_view=cB1KU90AAAAJ:e5wmG9Sq2KIC
"(1) FE Agamah, GK Mazandu, R Hassan, CD Bope, NE Thomford, ...",Computational/in silico methods in drug target and lead prediction,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=Fb4M2FoAAAAJ&pagesize=100&citation_for_view=Fb4M2FoAAAAJ:ULOm3_A8WrAC
"(1) D Shan, SK Arhin, J Zhao, H Xi, F Zhang, C Zhu, Y Hu",Effects of SLIRP on sperm motility and oxidative stress,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=pSf93RIAAAAJ&pagesize=100&citation_for_view=pSf93RIAAAAJ:zYLM7Y9cAGgC
"(1) W Su, J Xu, SK Arhin, C Liu, J Zhao, X Lu",The Feasibility of All‐Blastocyst‐Culture and Single Blastocyst Transfer Strategy in Elderly Women: A Retrospective Analysis,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=pSf93RIAAAAJ&pagesize=100&citation_for_view=pSf93RIAAAAJ:d1gkVwhDpl0C
"(1) YAA Precious Barnes , F. A. Yeboah, Jinling Zhu, Roland Osei Saahene ...",Prognostic Worth of Epidermal Growth Factor Receptor (EGFR) in Patients with Head and Neck Tumors,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=q4qGGJkAAAAJ&pagesize=100&citation_for_view=q4qGGJkAAAAJ:MXK_kJrjxJIC
"(1) FEB David Kwamena Mensah, Samuel Assabil",On statistical approach to automated Normal Systolic Blood Pressure detection in continuously monitored Blood Pressure Data,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=EW5Z0NwAAAAJ&pagesize=100&citation_for_view=EW5Z0NwAAAAJ:qjMakFHDy7sC
"(1) SK Tulashie, EK Boadu, F Kotoka, D Mensah",Plastic wastes to pavement blocks: A significant alternative way to reducing plastic wastes generation and accumulation in Ghana,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=nPldrNcAAAAJ&pagesize=100&citation_for_view=nPldrNcAAAAJ:anf4URPfarAC
